id,value
Capital Goods|Industrial Machinery/Components|Owens Corning Inc Common Stock New(OC)(8.912B),OC
Capital Goods|Industrial Machinery/Components|ReTo Eco-Solutions Inc. Common Shares(RETO)(0.028B),RETO
Capital Goods|Industrial Machinery/Components|Rockwell Automation Inc. Common Stock(ROK)(28.364B),ROK
Capital Goods|Industrial Machinery/Components|Roper Technologies Inc. Common Stock(ROP)(41.482B),ROP
Capital Goods|Industrial Machinery/Components|Schmitt Industries Inc. Common Stock(SMIT)(0.025B),SMIT
Capital Goods|Industrial Machinery/Components|Sensata Technologies Holding plc Ordinary Shares(ST)(9.189B),ST
Capital Goods|Industrial Machinery/Components|Senseonics Holdings Inc. Common Stock(SENS)(1.679B),SENS
Capital Goods|Industrial Machinery/Components|Servotronics Inc. Common Stock(SVT)(0.023B),SVT
Capital Goods|Industrial Machinery/Components|Simpson Manufacturing Company Inc. Common Stock(SSD)(4.191B),SSD
Capital Goods|Industrial Machinery/Components|Snap-On Incorporated Common Stock(SNA)(10.384B),SNA
Capital Goods|Industrial Machinery/Components|Stanley Black & Decker Inc. Common Stock(SWK)(27.555B),SWK
Capital Goods|Industrial Machinery/Components|Stanley Black & Decker Inc. Corporate Unit(SWT)(0.000B),SWT
Capital Goods|Industrial Machinery/Components|Sypris Solutions Inc. Common Stock(SYPR)(0.067B),SYPR
Capital Goods|Industrial Machinery/Components|Systemax Inc. Common Stock(SYX)(1.612B),SYX
Capital Goods|Industrial Machinery/Components|Taylor Devices Inc. Common Stock(TAYD)(0.041B),TAYD
Capital Goods|Industrial Machinery/Components|Teledyne Technologies Incorporated Common Stock(TDY)(15.096B),TDY
Capital Goods|Industrial Machinery/Components|The ExOne Company Common Stock(XONE)(0.878B),XONE
Capital Goods|Industrial Machinery/Components|Thermo Fisher Scientific Inc Common Stock(TMO)(193.729B),TMO
Capital Goods|Industrial Machinery/Components|ToughBuilt Industries Inc. Common Stock(TBLT)(0.086B),TBLT
Capital Goods|Industrial Machinery/Components|ToughBuilt Industries Inc. Warrant(TBLTW)(0.000B),TBLTW
Capital Goods|Industrial Machinery/Components|Trimble Inc. Common Stock(TRMB)(18.136B),TRMB
Capital Goods|Industrial Machinery/Components|Varex Imaging Corporation Common Stock(VREX)(0.880B),VREX
Capital Goods|Industrial Machinery/Components|Velodyne Lidar Inc. Common Stock(VLDR)(3.526B),VLDR
Capital Goods|Industrial Machinery/Components|Velodyne Lidar Inc. Warrants(VLDRW)(0.000B),VLDRW
Capital Goods|Industrial Machinery/Components|Vertiv Holdings LLC Class A Common Stock(VRT)(6.907B),VRT
Capital Goods|Industrial Machinery/Components|Vicor Corporation Common Stock(VICR)(4.148B),VICR
Capital Goods|Industrial Machinery/Components|Vontier Corporation Common Stock(VNT)(5.377B),VNT
Capital Goods|Industrial Machinery/Components|voxeljet AG American Depositary Shares(VJET)(0.112B),VJET
Capital Goods|Industrial Specialties,NA
Capital Goods|Industrial Specialties|BRP Inc. (Recreational Products) Common Subordinate Voting Shares(DOOO)(6.246B),DOOO
Capital Goods|Industrial Specialties|DMC Global Inc. Common Stock(BOOM)(0.916B),BOOM
Capital Goods|Industrial Specialties|Masco Corporation Common Stock(MAS)(13.873B),MAS
Capital Goods|Industrial Specialties|Materion Corporation(MTRN)(1.356B),MTRN
Capital Goods|Industrial Specialties|Mayville Engineering Company Inc. Common Stock(MEC)(0.284B),MEC
Capital Goods|Industrial Specialties|Northern Technologies International Corporation Common Stock(NTIC)(0.151B),NTIC
Capital Goods|Industrial Specialties|Omega Flex Inc. Common Stock(OFLX)(1.513B),OFLX
Capital Goods|Industrial Specialties|Park-Ohio Holdings Corp. Common Stock(PKOH)(0.388B),PKOH
Capital Goods|Industrial Specialties|Polaris Inc. Common Stock(PII)(7.237B),PII
Capital Goods|Industrial Specialties|Steel Partners Holdings LP LTD PARTNERSHIP UNIT(SPLP)(0.347B),SPLP
Capital Goods|Industrial Specialties|Sunrun Inc. Common Stock(RUN)(13.252B),RUN
Capital Goods|Industrial Specialties|Switchback Energy Acquisition Corporation Class A Common Stock(SBE)(1.426B),SBE
Capital Goods|Industrial Specialties|TriMas Corporation Common Stock(TRS)(1.508B),TRS
Capital Goods|Industrial Specialties|XPEL Inc. Common Stock(XPEL)(1.472B),XPEL
Capital Goods|Marine Transportation,NA
Capital Goods|Marine Transportation|General Dynamics Corporation Common Stock(GD)(46.727B),GD
Capital Goods|Marine Transportation|Huntington Ingalls Industries Inc. Common Stock(HII)(7.194B),HII
Capital Goods|Marine Transportation|Malibu Boats Inc. Class A Common Stock(MBUU)(1.555B),MBUU
Capital Goods|Marine Transportation|Marine Products Corporation Common Stock(MPX)(0.592B),MPX
Capital Goods|Marine Transportation|MasterCraft Boat Holdings Inc. Common Stock(MCFT)(0.511B),MCFT
Capital Goods|Marine Transportation|Vision Marine Technologies Inc. Common Shares(VMAR)(0.108B),VMAR
Capital Goods|Medical Specialities,NA
Capital Goods|Medical Specialities|Kewaunee Scientific Corporation Common Stock(KEQU)(0.034B),KEQU
Capital Goods|Medical Specialities|MISONIX Inc. Common Stock (DE)(MSON)(0.296B),MSON
Capital Goods|Medical Specialities|ThermoGenesis Holdings Inc. Common Stock(THMO)(0.026B),THMO
Capital Goods|Metal Fabrications,NA
Capital Goods|Metal Fabrications|Arcosa Inc. Common Stock(ACA)(3.084B),ACA
Capital Goods|Metal Fabrications|BOQI International Medical Inc. Common Stock(BIMI)(0.031B),BIMI
Capital Goods|Metal Fabrications|Barnes Group Inc. Common Stock(B)(2.623B),B
Capital Goods|Metal Fabrications|Broadwind Inc. Common Stock(BWEN)(0.146B),BWEN
Capital Goods|Metal Fabrications|CIRCOR International Inc. Common Stock(CIR)(0.655B),CIR
Capital Goods|Metal Fabrications|Chart Industries Inc. Common Stock(GTLS)(5.029B),GTLS
Capital Goods|Metal Fabrications|Cornerstone Building Brands Inc. Common Stock(CNR)(1.389B),CNR
Capital Goods|Metal Fabrications|Crane Co. Common Stock(CR)(4.793B),CR
Capital Goods|Metal Fabrications|Encore Wire Corporation Common Stock(WIRE)(1.373B),WIRE
Capital Goods|Metal Fabrications|Gulf Island Fabrication Inc. Common Stock(GIFI)(0.065B),GIFI
Capital Goods|Metal Fabrications|HC2 Holdings Inc. Common Stock(HCHC)(0.294B),HCHC
Capital Goods|Metal Fabrications|Helios Technologies Inc. Common Stock(HLIO)(1.974B),HLIO
Capital Goods|Metal Fabrications|Highway Holdings Limited Common Stock(HIHO)(0.020B),HIHO
Capital Goods|Metal Fabrications|Howmet Aerospace Inc. Common Stock(HWM)(12.039B),HWM
Capital Goods|Metal Fabrications|Kaiser Aluminum Corporation Common Stock(KALU)(1.699B),KALU
Capital Goods|Metal Fabrications|MUELLER WATER PRODUCTS Common Stock(MWA)(1.982B),MWA
Capital Goods|Metal Fabrications|Matthews International Corporation Class A Common Stock(MATW)(1.062B),MATW
Capital Goods|Metal Fabrications|Mueller Industries Inc. Common Stock(MLI)(2.117B),MLI
Capital Goods|Metal Fabrications|NN Inc. Common Stock(NNBR)(0.291B),NNBR
Capital Goods|Metal Fabrications|NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares(NISN)(0.344B),NISN
Capital Goods|Metal Fabrications|Parker-Hannifin Corporation Common Stock(PH)(34.638B),PH
Capital Goods|Metal Fabrications|Proto Labs Inc. Common stock(PRLB)(4.694B),PRLB
Capital Goods|Metal Fabrications|Quanex Building Products Corporation Common Stock(NX)(0.780B),NX
Capital Goods|Metal Fabrications|RBC Bearings Incorporated Common Stock(ROLL)(4.631B),ROLL
Capital Goods|Metal Fabrications|Timken Company (The) Common Stock(TKR)(5.487B),TKR
Capital Goods|Metal Fabrications|Tredegar Corporation Common Stock(TG)(0.501B),TG
Capital Goods|Metal Fabrications|United States Antimony Corporation Common Stock(UAMY)(0.154B),UAMY
Capital Goods|Metal Fabrications|Valmont Industries Inc. Common Stock(VMI)(4.772B),VMI
Capital Goods|Metal Fabrications|Watts Water Technologies Inc. Class A Common Stock(WTS)(3.964B),WTS
Capital Goods|Metal Fabrications|ZK International Group Co. Ltd Ordinary Share(ZKIN)(0.129B),ZKIN
Capital Goods|Military/Government/Technical,NA
Capital Goods|Military/Government/Technical|Aerojet Rocketdyne Holdings Inc. Common Stock(AJRD)(4.032B),AJRD
Capital Goods|Military/Government/Technical|Air Industries Group Common Stock(AIRI)(0.065B),AIRI
Capital Goods|Military/Government/Technical|Astronics Corporation Common Stock(ATRO)(0.501B),ATRO
Capital Goods|Military/Government/Technical|CPI Aerostructures Inc. Common Stock(CVU)(0.059B),CVU
Capital Goods|Military/Government/Technical|Ducommun Incorporated Common Stock(DCO)(0.641B),DCO
Capital Goods|Military/Government/Technical|EHang Holdings Limited ADS(EH)(3.349B),EH
Capital Goods|Military/Government/Technical|Elbit Systems Ltd. Ordinary Shares(ESLT)(6.189B),ESLT
Capital Goods|Military/Government/Technical|Kaman Corporation Common Stock(KAMN)(1.510B),KAMN
Capital Goods|Military/Government/Technical|Kratos Defense & Security Solutions Inc. Common Stock(KTOS)(3.673B),KTOS
Capital Goods|Military/Government/Technical|Lockheed Martin Corporation Common Stock(LMT)(94.653B),LMT
Capital Goods|Military/Government/Technical|Park Aerospace Corp. Common Stock(PKE)(0.287B),PKE
Capital Goods|Military/Government/Technical|Spirit Aerosystems Holdings Inc. Common Stock(SPR)(4.164B),SPR
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Class A Common Stock(SRAC)(0.514B),SRAC
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Unit(SRACU)(0.000B),SRACU
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Warrant(SRACW)(0.000B),SRACW
Capital Goods|Military/Government/Technical|Transdigm Group Incorporated Transdigm Group Inc. Common Stock(TDG)(31.530B),TDG
Capital Goods|Ordnance And Accessories,NA
Capital Goods|Ordnance And Accessories|AMMO Inc. Common Stock(POWW)(0.526B),POWW
Capital Goods|Ordnance And Accessories|American Outdoor Brands Inc. Common Stock(AOUT)(0.311B),AOUT
Capital Goods|Ordnance And Accessories|Axon Enterprise Inc. Common Stock(AXON)(11.042B),AXON
Capital Goods|Ordnance And Accessories|National Presto Industries Inc. Common Stock(NPK)(0.660B),NPK
Capital Goods|Ordnance And Accessories|Smith & Wesson Brands Inc. Common Stock(SWBI)(1.039B),SWBI
Capital Goods|Ordnance And Accessories|Sturm Ruger & Company Inc. Common Stock(RGR)(1.209B),RGR
Capital Goods|Ordnance And Accessories|Vista Outdoor Inc. Common Stock(VSTO)(1.991B),VSTO
Capital Goods|Ordnance And Accessories|Wrap Technologies Inc. Common Stock(WRAP)(0.220B),WRAP
Capital Goods|Pollution Control Equipment,NA
Capital Goods|Pollution Control Equipment|CECO Environmental Corp. Common Stock(CECE)(0.277B),CECE
Capital Goods|Pollution Control Equipment|Donaldson Company Inc. Common Stock(DCI)(7.456B),DCI
Capital Goods|Pollution Control Equipment|Fuel Tech Inc. Common Stock(FTEK)(0.103B),FTEK
Capital Goods|Pollution Control Equipment|Perma-Pipe International Holdings Inc. Common Stock(PPIH)(0.058B),PPIH
Capital Goods|Railroads,NA
Capital Goods|Railroads|FreightCar America Inc. Common Stock(RAIL)(0.055B),RAIL
Capital Goods|Railroads|Greenbrier Companies Inc. (The) Common Stock(GBX)(1.456B),GBX
Capital Goods|Railroads|Kelso Technologies Inc Ordinary Shares(KIQ)(0.051B),KIQ
Capital Goods|Railroads|Trinity Industries Inc. Common Stock(TRN)(3.617B),TRN
Capital Goods|Railroads|Westinghouse Air Brake Technologies Corporation Common Stock(WAB)(13.715B),WAB
Capital Goods|Recreational Products/Toys,NA
Capital Goods|Recreational Products/Toys|Greenlane Holdings Inc. Class A Common Stock(GNLN)(0.254B),GNLN
Capital Goods|Specialty Chemicals,NA
Capital Goods|Specialty Chemicals|Fuwei Films (Holdings) Co. Ltd. Ordinary Shares(FFHL)(0.040B),FFHL
Capital Goods|Specialty Chemicals|Raven Industries Inc. Common Stock(RAVN)(1.436B),RAVN
Capital Goods|Steel/Iron Ore,NA
Capital Goods|Steel/Iron Ore|Companhia Siderurgica Nacional S.A. Common Stock(SID)(8.598B),SID
Capital Goods|Steel/Iron Ore|Friedman Industries Inc. Common Stock(FRD)(0.051B),FRD
Capital Goods|Steel/Iron Ore|Gerdau S.A. Common Stock(GGB)(7.604B),GGB
Capital Goods|Steel/Iron Ore|Gibraltar Industries Inc. Common Stock(ROCK)(3.097B),ROCK
Capital Goods|Steel/Iron Ore|Haynes International Inc. Common Stock(HAYN)(0.343B),HAYN
Capital Goods|Steel/Iron Ore|Insteel Industries Inc. Common Stock(IIIN)(0.569B),IIIN
Capital Goods|Steel/Iron Ore|Worthington Industries Inc. Common Stock(WOR)(3.097B),WOR
Capital Goods|Telecommunications Equipment,NA
Capital Goods|Telecommunications Equipment|ComSovereign Holding Corp. Common Stock(COMS)(0.259B),COMS
Capital Goods|Telecommunications Equipment|ComSovereign Holding Corp. Warrants(COMSW)(0.000B),COMSW
Capital Goods|Telecommunications Equipment|ESCO Technologies Inc. Common Stock(ESE)(2.698B),ESE
Capital Goods|Telecommunications Equipment|Inseego Corp. Common Stock(INSG)(1.635B),INSG
Capital Goods|Telecommunications Equipment|Iridium Communications Inc Common Stock(IRDM)(6.358B),IRDM
Capital Goods|Telecommunications Equipment|Iteris Inc. Common Stock(ITI)(0.250B),ITI
Capital Goods|Telecommunications Equipment|Lumentum Holdings Inc. Common Stock(LITE)(6.920B),LITE
Capital Goods|Telecommunications Equipment|Magal Security Systems Ltd. Ordinary Shares(MAGS)(0.118B),MAGS
Capital Goods|Telecommunications Equipment|NAPCO Security Technologies Inc. Common Stock(NSSC)(0.569B),NSSC
Capital Goods|Telecommunications Equipment|PowerFleet Inc. Common Stock(PWFL)(0.274B),PWFL
Capital Goods|Telecommunications Equipment|Rekor Systems Inc. Common Stock(REKR)(0.659B),REKR
Capital Goods|Telecommunications Equipment|Turtle Beach Corporation Common Stock(HEAR)(0.493B),HEAR
Capital Goods|Telecommunications Equipment|UTStarcom Holdings Corp.(UTSI)(0.076B),UTSI
Capital Goods|Telecommunications Equipment|Vislink Technologies Inc. Common Stock(VISL)(0.209B),VISL
Capital Goods|Telecommunications Equipment|Vocera Communications Inc. Common Stock(VCRA)(1.474B),VCRA
Capital Goods|Telecommunications Equipment|Wireless Telecom Group  Inc. Common Stock(WTT)(0.052B),WTT
Capital Goods|Tools/Hardware,NA
Capital Goods|Tools/Hardware|Toro Company (The) Common Stock(TTC)(10.665B),TTC
Capital Goods|Wholesale Distributors,NA
Capital Goods|Wholesale Distributors|Bluelinx Holdings Inc. Common Stock(BXC)(0.423B),BXC
Capital Goods|Wholesale Distributors|Resideo Technologies Inc. Common Stock(REZI)(3.834B),REZI
