id,value
Basic Industries|Precious Metals|Vedanta Limited  American Depositary Shares (Each representing four equity shares)(VEDL)(9.956B),VEDL
Basic Industries|Precious Metals|Vista Gold Corp Common Stock(VGZ)(0.103B),VGZ
Basic Industries|Precious Metals|Western Copper and Gold Corporation Common Stock(WRN)(0.194B),WRN
Basic Industries|Precious Metals|Westwater Resources Inc. Common Stock(WWR)(0.212B),WWR
Basic Industries|Precious Metals|Wheaton Precious Metals Corp Common Shares (Canada)(WPM)(16.983B),WPM
Basic Industries|Precious Metals|Yamana Gold Inc. Ordinary Shares (Canada)(AUY)(4.320B),AUY
Basic Industries|Specialty Chemicals,NA
Basic Industries|Specialty Chemicals|Carlisle Companies Incorporated Common Stock(CSL)(7.958B),CSL
Basic Industries|Specialty Chemicals|West Pharmaceutical Services Inc. Common Stock(WST)(21.937B),WST
Basic Industries|Specialty Chemicals|Yunhong CTI Ltd. Common Stock(CTIB)(0.013B),CTIB
Basic Industries|Steel/Iron Ore,NA
Basic Industries|Steel/Iron Ore|Allegheny Technologies Incorporated Common Stock(ATI)(2.335B),ATI
Basic Industries|Steel/Iron Ore|Arcelor Mittal NY Registry Shares NEW(MT)(24.280B),MT
Basic Industries|Steel/Iron Ore|ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023(MTCN)(0.000B),MTCN
Basic Industries|Steel/Iron Ore|Carpenter Technology Corporation Common Stock(CRS)(1.772B),CRS
Basic Industries|Steel/Iron Ore|Commercial Metals Company Common Stock(CMC)(2.742B),CMC
Basic Industries|Steel/Iron Ore|Grupo Simec S.A.B. de C.V. American Depositary Shares(SIM)(2.278B),SIM
Basic Industries|Steel/Iron Ore|Huadi International Group Co. Ltd. Ordinary Shares(HUDI)(0.082B),HUDI
Basic Industries|Steel/Iron Ore|Mechel PAO American Depositary Shares (Each rep. 1 common shares)(MTL)(0.504B),MTL
Basic Industries|Steel/Iron Ore|Northwest Pipe Company Common Stock(NWPX)(0.316B),NWPX
Basic Industries|Steel/Iron Ore|Nucor Corporation Common Stock(NUE)(17.059B),NUE
Basic Industries|Steel/Iron Ore|Ossen Innovation Co. Ltd. American Depositary Shares(OSN)(0.032B),OSN
Basic Industries|Steel/Iron Ore|POSCO Common Stock(PKX)(19.047B),PKX
Basic Industries|Steel/Iron Ore|Steel Dynamics Inc.(STLD)(8.352B),STLD
Basic Industries|Steel/Iron Ore|SunCoke Energy Inc. Common Stock(SXC)(0.497B),SXC
Basic Industries|Steel/Iron Ore|Synalloy Corporation Common Stock(SYNL)(0.077B),SYNL
Basic Industries|Steel/Iron Ore|Tenaris S.A. American Depositary Shares(TS)(10.182B),TS
Basic Industries|Steel/Iron Ore|Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)(TX)(5.713B),TX
Basic Industries|Steel/Iron Ore|TimkenSteel Corporation Common Shares(TMST)(0.254B),TMST
Basic Industries|Steel/Iron Ore|Titan International Inc. (DE) Common Stock(TWI)(0.449B),TWI
Basic Industries|Steel/Iron Ore|United States Steel Corporation Common Stock(X)(4.462B),X
Basic Industries|Steel/Iron Ore|Universal Stainless & Alloy Products Inc. Common Stock(USAP)(0.088B),USAP
Basic Industries|Telecommunications Equipment,NA
Basic Industries|Telecommunications Equipment|Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda)(APWC)(0.089B),APWC
Basic Industries|Telecommunications Equipment|Belden Inc Common Stock(BDC)(1.993B),BDC
Basic Industries|Telecommunications Equipment|Corning Incorporated Common Stock(GLW)(28.860B),GLW
Basic Industries|Telecommunications Equipment|Optical Cable Corporation Common Stock(OCC)(0.030B),OCC
Basic Industries|Textiles,NA
Basic Industries|Textiles|Albany International Corporation Common Stock(AIN)(2.603B),AIN
Basic Industries|Textiles|Crown Crafts Inc Common Stock(CRWS)(0.076B),CRWS
Basic Industries|Textiles|Culp Inc. Common Stock(CULP)(0.204B),CULP
Basic Industries|Water Supply,NA
Basic Industries|Water Supply|Aegion Corp Common Stock(AEGN)(0.800B),AEGN
Basic Industries|Water Supply|Dycom Industries Inc. Common Stock(DY)(2.527B),DY
Basic Industries|Water Supply|MYR Group Inc. Common Stock(MYRG)(0.956B),MYRG
Basic Industries|Water Supply|MasTec Inc. Common Stock(MTZ)(6.186B),MTZ
Basic Industries|Water Supply|Preformed Line Products Company Common Stock(PLPC)(0.328B),PLPC
Basic Industries|Water Supply|Primoris Services Corporation Common Stock(PRIM)(1.512B),PRIM
